240,240.1,240.1,5,5,5,35.5,35.3,
239.9,240.1,240.1,5,5,5,35.5,35.3,
240,240.1,240.1,5,5,5,35.5,35.3,
240,250.1,240.1,5,5,5,35.5,35.3,
240,240.1,240.1,5,5,5,35.5,35.3,
240,250.1,240.1,5,6,5,35.5,37.3,
240,240.1,240.1,5,5,5,35.5,35.3,
240,240.1,240.1,5,5,5,35.5,35.3,
240,250.1,240.1,5,5,5,35.5,35.3,
240,240.1,240.1,5,5,5,35.5,35.3,
240,240.1,240.1,5,5,5,35.5,35.3,
240,230.1,240.1,5,4,5,35.5,33.3,
240,240.1,240.1,5,5,5,35.5,0,
240,240.1,240.1,5,5,5,35.5,35.3,
240,220.1,240.1,5,4,5,35.5,32.3,
240,240.1,240.1,5,5,5,35.5,35.3,
220,240.1,240.1,5,5,5,35.5,0,
240,240.1,240.1,5,5,5,35.5,35.3,
240,240.1,240.1,5,5,5,35.5,35.3,
240,240.1,275.1,5,5,8,35.5,38.3,
240,239.9,240.1,5,5,5,35.5,35.3,
